run,episode,cumulative_decisions,circuit,fault_id,stage,sweep,difficulty,extrinsic_reward_sum,reward_sum,scaled_intrinsic_reward_sum,steps,outcome,updated,entropy,value_loss
DeepGate-GAE,1,25,c432,G413:GI1:sa1,easy,1,easy,99.80392156862744,99.96432633889441,0.16040477026696967,25,1,True,0.29419684410095215,0.006623159162700176
DeepGate-GAE,2,38,c432,dummy_gate2:GO:sa0,easy,1,easy,100.0,100.13504649743923,0.13504649743922725,13,1,True,0.31919601559638977,0.004788206424564123
DeepGate-GAE,3,51,c432,G199:GI0:sa1,easy,1,easy,99.66666666666667,99.82691545007768,0.16024878341101556,13,1,True,0.25470927357673645,0.004982525948435068
DeepGate-GAE,4,67,c432,G396:GO:sa1,easy,1,easy,100.2127659574468,100.44007338848836,0.2273074310415437,16,1,True,0.28075265884399414,0.005593063309788704
DeepGate-GAE,5,80,c432,G377:GI0:sa1,easy,1,easy,100.0,100.2038423902219,0.203842390221892,13,1,True,0.29726654291152954,0.0036845761351287365
DeepGate-GAE,6,104,c432,G295:GI7:sa1,easy,1,easy,99.29824561403508,99.71836727141773,0.42012165738265933,24,1,True,0.3161223828792572,0.006965791340917349
DeepGate-GAE,7,118,c432,G165:GO:sa0,easy,1,easy,100.0,100.26837584454454,0.2683758445445359,14,1,True,0.25051847100257874,0.005035690031945705
DeepGate-GAE,8,143,c432,G413:GI2:sa1,easy,1,easy,99.80392156862744,100.32656367105324,0.5226421024257977,25,1,True,0.2655348777770996,0.009245947934687138
DeepGate-GAE,9,151,c432,G431:GO:sa0,easy,1,easy,100.0,100.17653178458939,0.176531784589388,8,1,True,0.2580929100513458,0.00428985059261322
DeepGate-GAE,10,170,c432,dummy_gate16:GO:sa1,easy,1,easy,100.0,100.43636871221173,0.4363687122117102,19,1,True,0.3230629563331604,0.0065334453247487545
DeepGate-GAE,11,182,c432,G245:GO:sa1,easy,1,easy,100.0,100.28415445663185,0.2841544566318497,12,1,True,0.3370344638824463,0.0025445360224694014
DeepGate-GAE,12,200,c432,G255:GI1:sa1,easy,1,easy,100.0,100.44673365847498,0.4467336584749818,18,1,True,0.3194639980792999,0.005469630006700754
DeepGate-GAE,13,218,c432,G254:GI1:sa1,easy,1,easy,100.0,100.46579527811708,0.46579527811709465,18,1,True,0.31640493869781494,0.006201241631060839
DeepGate-GAE,14,227,c432,G430:GI1:sa1,easy,1,easy,100.0,100.2365104530975,0.2365104530974892,9,1,True,0.27916207909584045,0.0051521314308047295
DeepGate-GAE,15,244,c432,G332:GO:sa1,easy,1,easy,98.125,98.5817018366513,0.4567018366512985,17,1,True,0.3980753719806671,0.0075695207342505455
DeepGate-GAE,16,255,c432,G249:GO:sa1,easy,1,easy,102.09302325581396,102.3960059926394,0.30298273682543764,11,1,True,0.29851415753364563,0.003418658161535859
DeepGate-GAE,17,270,c432,G421:GI1:sa1,easy,1,easy,100.0,100.42824682270484,0.42824682270483216,15,1,True,0.3586539328098297,0.004996434319764376
DeepGate-GAE,18,285,c432,G421:GI0:sa1,easy,1,easy,100.0,100.43890389807045,0.4389038980704507,15,1,True,0.3495740294456482,0.004624849651008844
DeepGate-GAE,19,311,c432,G295:GI1:sa1,easy,1,easy,98.85245901639344,99.64500849362766,0.7925494772342265,26,1,True,0.4278932809829712,0.007860599085688591
DeepGate-GAE,20,323,c432,G430:GI0:sa1,easy,1,easy,100.0,100.37303872132053,0.3730387213205215,12,1,True,0.3176818788051605,0.005713560152798891
DeepGate-GAE,21,365,c432,G355:GO:sa0,easy,1,easy,88.92307692307692,90.27437719305141,1.3513002699745431,42,1,True,0.34928521513938904,0.021827779710292816
DeepGate-GAE,22,390,c432,G275:GO:sa0,easy,1,easy,99.41176470588235,100.26412261783966,0.852357911957324,25,1,True,0.44237056374549866,0.012119506485760212
DeepGate-GAE,23,401,c432,dummy_gate4:GO:sa1,easy,1,easy,102.3076923076923,102.6828457404228,0.3751534327305063,11,1,True,0.31028488278388977,0.006260728929191828
DeepGate-GAE,24,427,c432,G427:GO:sa1,easy,1,easy,98.92857142857143,99.85289073011494,0.924319301543498,26,1,True,0.4205683171749115,0.0112178735435009
DeepGate-GAE,25,444,c432,G199:GO:sa0,easy,1,easy,99.73684210526316,100.35243557398361,0.61559346872045,17,1,True,0.28300824761390686,0.005495501682162285
DeepGate-GAE,26,456,c432,G177:GI0:sa1,easy,1,easy,100.0,100.43961545894422,0.43961545894421117,12,1,True,0.21179133653640747,0.004734483081847429
DeepGate-GAE,27,482,c432,G258:GI0:sa1,easy,1,easy,101.26984126984127,102.24388192979265,0.9740406599513899,26,1,True,0.38930872082710266,0.007994591258466244
DeepGate-GAE,28,497,c432,G126:GO:sa1,easy,1,easy,99.83050847457628,100.3999589474195,0.5694504728432426,15,1,True,0.274368017911911,0.004832853097468615
DeepGate-GAE,29,522,c432,G413:GI5:sa1,easy,1,easy,99.80392156862744,100.77388455456804,0.9699629859405996,25,1,True,0.3618987798690796,0.007729566190391779
DeepGate-GAE,30,536,c432,G431:GO:sa1,easy,1,easy,100.0,100.55500950262423,0.5550095026242379,14,1,True,0.28326553106307983,0.005790979601442814
DeepGate-GAE,31,549,c432,G177:GO:sa0,easy,1,easy,100.0,100.51478528913657,0.5147852891365742,13,1,True,0.26316922903060913,0.004786356817930937
DeepGate-GAE,32,582,c432,G418:GO:sa0,easy,1,easy,80.0,81.3326647809375,1.3326647809374654,33,1,True,0.31362637877464294,0.032668568193912506
DeepGate-GAE,33,599,c432,G401:GO:sa1,easy,1,easy,103.13725490196079,103.83370538444629,0.696450482485506,17,1,True,0.33478546142578125,0.005476791877299547
DeepGate-GAE,34,613,c432,G241:GI0:sa1,easy,1,easy,97.43589743589743,98.01945849631097,0.583561060413538,14,1,True,0.30736708641052246,0.005574705544859171
DeepGate-GAE,35,638,c432,G255:GO:sa1,easy,1,easy,95.3225806451613,96.3650759850184,1.0424953398570997,25,1,True,0.3356280028820038,0.00918747577816248
DeepGate-GAE,36,664,c432,dummy_gate28:GO:sa0,easy,1,easy,97.90322580645162,99.01228046909091,1.109054662639289,26,1,True,0.33731386065483093,0.008555030450224876
DeepGate-GAE,37,678,c432,dummy_gate1:GO:sa0,easy,1,easy,104.375,104.97852212268212,0.603522122682127,14,1,True,0.37568002939224243,0.006454627960920334
DeepGate-GAE,38,703,c432,G432:GO:sa0,easy,1,easy,80.0,81.09840997818911,1.0984099781890864,25,1,True,0.26834836602211,0.029452137649059296
DeepGate-GAE,39,724,c432,G318:GO:sa0,easy,1,easy,94.48275862068965,95.40925347912545,0.926494858435805,21,1,True,0.3509692847728729,0.00887296162545681
DeepGate-GAE,40,749,c432,G284:GO:sa0,easy,1,easy,98.95522388059702,100.08671892349884,1.131495042901842,25,1,True,0.3454033136367798,0.010077212005853653
DeepGate-GAE,41,764,c3540,G721:GO:sa1,easy,1,easy,96.78571428571429,97.47348183654304,0.6877675508287507,15,1,True,0.30472618341445923,0.007082171272486448
DeepGate-GAE,42,777,c3540,G989:GI1:sa1,easy,1,easy,106.55844155844156,107.13902492034404,0.5805833619024766,13,1,True,0.30998721718788147,0.0038443407975137234
DeepGate-GAE,43,795,c3540,G973:GO:sa1,easy,1,easy,80.0,80.82007207771079,0.8200720777108151,18,1,True,0.3055366277694702,0.021055176854133606
DeepGate-GAE,44,813,c3540,G2836:GO:sa0,easy,1,easy,86.52173913043478,87.34369407902412,0.8219549485893461,18,1,True,0.28053170442581177,0.006596454419195652
DeepGate-GAE,45,823,c3540,G1756:GO:sa0,easy,1,easy,95.14285714285714,95.59598731413855,0.4531301712814122,10,1,True,0.30866846442222595,0.006130778696388006
DeepGate-GAE,46,838,c3540,G523:GO:sa1,easy,1,easy,100.08130081300813,100.78457649610351,0.7032756830953623,15,1,True,0.27942225337028503,0.003904275828972459
DeepGate-GAE,47,844,c3540,G793:GO:sa1,easy,1,easy,80.0,80.2762690722204,0.2762690722204114,6,1,True,0.25009551644325256,0.017245540395379066
DeepGate-GAE,48,855,c3540,G2391:GO:sa1,easy,1,easy,100.0,100.51784044640938,0.5178404464093793,11,1,True,0.33413517475128174,0.005986027419567108
DeepGate-GAE,49,885,c3540,G2959:GI0:sa1,easy,1,easy,94.29752066115702,95.70758417376634,1.410063512609346,30,1,True,0.3505573272705078,0.012250250205397606
DeepGate-GAE,50,923,c3540,G2208:GO:sa1,easy,1,easy,88.71428571428572,90.5255727369518,1.81128702266616,38,1,True,0.32563316822052,0.013864278793334961
DeepGate-GAE,51,958,c3540,G2759:GO:sa0,easy,1,easy,83.30188679245283,85.01133026222837,1.70944346977552,35,1,True,0.3252285420894623,0.019580744206905365
DeepGate-GAE,52,971,c3540,G721:GI0:sa1,easy,1,easy,100.0,100.65111841900922,0.6511184190092261,13,1,True,0.2327059954404831,0.008320799097418785
DeepGate-GAE,53,995,c3540,dummy_gate30:GO:sa1,easy,1,easy,92.98076923076923,94.17637850549991,1.195609274730632,24,1,True,0.35495367646217346,0.014018985442817211
DeepGate-GAE,54,1015,c3540,dummy_gate39:GO:sa0,easy,1,easy,83.39622641509433,84.38755560590944,0.9913291908150653,20,1,True,0.3712693750858307,0.012825073674321175
DeepGate-GAE,55,1047,c3540,G1284:GI0:sa1,easy,1,easy,80.0,81.60679810723751,1.6067981072375348,32,1,True,0.39025846123695374,0.03044653870165348
DeepGate-GAE,56,1069,c3540,G2240:GI2:sa1,easy,1,easy,99.1304347826087,100.24711667392302,1.1166818913142813,22,1,True,0.43266761302948,0.010681011714041233
DeepGate-GAE,57,1090,c3540,G1272:GO:sa1,easy,1,easy,93.75,94.81372844494655,1.0637284449465656,21,1,True,0.42740482091903687,0.010204344987869263
DeepGate-GAE,58,1132,c3540,G2906:GO:sa0,easy,1,easy,49.65986394557823,51.83826883278182,2.1784048872035604,42,1,True,0.41055965423583984,0.08010324090719223
DeepGate-GAE,59,1146,c3540,G2633:GI1:sa1,easy,1,easy,101.68316831683168,102.40518839843804,0.7220200816063564,14,1,True,0.4808387756347656,0.026877081021666527
DeepGate-GAE,60,1161,c3540,G3523:GO:sa0,easy,1,easy,100.0,100.77789007917285,0.7778900791728478,15,1,True,0.16533155739307404,0.00887394044548273
DeepGate-GAE,61,1183,c3540,G2388:GO:sa0,easy,1,easy,95.1063829787234,96.25631279229297,1.1499298135695577,22,1,True,0.3997686505317688,0.009125771000981331
DeepGate-GAE,62,1191,c3540,G1305:GI0:sa1,easy,1,easy,100.0,100.41898895441389,0.4189889544139003,8,1,True,0.13197918236255646,0.003075285581871867
DeepGate-GAE,63,1211,c3540,G2708:GO:sa1,easy,1,easy,97.91666666666667,98.97497300059432,1.0583063339276342,20,1,True,0.3840111792087555,0.006089812144637108
DeepGate-GAE,64,1235,c3540,G1992:GO:sa1,easy,1,easy,68.52272727272728,69.79299900197857,1.270271729251305,24,1,True,0.39363446831703186,0.014510318636894226
DeepGate-GAE,65,1241,c3540,G1293:GI1:sa1,easy,1,easy,95.0,95.32785012605461,0.3278501260546069,6,1,True,0.42189109325408936,0.021355250850319862
DeepGate-GAE,66,1257,c3540,G2001:GO:sa1,easy,1,easy,103.73913043478261,104.60648203735627,0.8673516025736625,16,1,True,0.3690911531448364,0.006855722516775131
DeepGate-GAE,67,1287,c3540,G1137:GO:sa1,easy,1,easy,92.27722772277228,93.88995766074741,1.6127299379751685,30,1,True,0.29157954454421997,0.015127946622669697
DeepGate-GAE,68,1315,c3540,G3132:GO:sa0,easy,1,easy,99.35064935064935,100.87583705204035,1.5251877013909796,28,1,True,0.29963916540145874,0.009113071486353874
DeepGate-GAE,69,1337,c3540,G2305:GO:sa0,easy,1,easy,99.88235294117646,101.07525547743819,1.192902536261739,22,1,True,0.278696745634079,0.00643450953066349
DeepGate-GAE,70,1387,c3540,G2211:GO:sa1,easy,1,easy,80.0,82.7442602121422,2.7442602121423443,50,1,True,0.3243320882320404,0.02690606564283371
DeepGate-GAE,71,1413,c3540,G1703:GO:sa0,easy,1,easy,96.3302752293578,97.78306956455899,1.4527943352011439,26,1,True,0.38547277450561523,0.01634105294942856
DeepGate-GAE,72,1416,c3540,G1507:GI2:sa1,easy,1,easy,100.0,100.17166579664799,0.17166579664798265,3,1,True,0.42314615845680237,0.017555899918079376
DeepGate-GAE,73,1434,c3540,G2246:GI0:sa1,easy,1,easy,100.94339622641509,101.930581612671,0.9871853862559121,18,1,True,0.38837289810180664,0.007156054023653269
DeepGate-GAE,74,1451,c3540,G797:GO:sa1,easy,1,easy,94.73684210526316,95.68589103167784,0.9490489264147209,17,1,True,0.41836652159690857,0.007411710452288389
DeepGate-GAE,75,1466,c3540,G1684:GO:sa1,easy,1,easy,75.30303030303031,76.13787645456691,0.8348461515365758,15,1,True,0.42862606048583984,0.03221573680639267
DeepGate-GAE,76,1475,c3540,G856:GI0:sa0,easy,1,easy,100.8695652173913,101.37673301021272,0.5071677928214176,9,1,True,0.4122660756111145,0.006133771501481533
DeepGate-GAE,77,1492,c3540,G1064:GI0:sa1,easy,1,easy,86.75675675675676,87.70108486946775,0.944328112710981,17,1,True,0.4402039051055908,0.008217654190957546
DeepGate-GAE,78,1516,c3540,G1290:GO:sa1,easy,1,easy,80.0,81.34790115734492,1.3479011573449193,24,1,True,0.46832168102264404,0.014085863716900349
DeepGate-GAE,79,1524,c3540,G624:GO:sa0,easy,1,easy,100.0,100.45246681083697,0.45246681083697127,8,1,True,0.1818268895149231,0.009226465597748756
DeepGate-GAE,80,1536,c3540,G384:GO:sa0,easy,1,easy,100.0,100.68126999525518,0.6812699952551856,12,1,True,0.24298334121704102,0.0035513427574187517
DeepGate-GAE,81,1537,s38417_scan,g13054:GI1:sa1,easy,1,easy,100.0,100.05743627189867,0.05743627189866021,1,1,True,0.6926242113113403,2.4792365366010927e-05
DeepGate-GAE,82,1537,s38417_scan,dummy_gate677:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,83,1538,s38417_scan,g5176:GO:sa0,easy,1,easy,100.0,100.05914296585189,0.059142965851896004,1,1,True,0.13544504344463348,9.505220805294812e-05
DeepGate-GAE,84,1538,s38417_scan,g17696:GI1:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,85,1540,s38417_scan,g10404:GI1:sa1,easy,1,easy,100.0,100.11603764943433,0.11603764943433639,2,1,True,0.6407232284545898,0.0010524761164560914
DeepGate-GAE,86,1540,s38417_scan,dummy_gate1301:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,87,1541,s38417_scan,g17967:GI0:sa1,easy,1,easy,100.0,100.05778814686883,0.05778814686882721,1,1,True,0.1284753382205963,0.00018349061429034919
DeepGate-GAE,88,1541,s38417_scan,g25056:GI0:sa0,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,89,1542,s38417_scan,g4606:GO:sa0,easy,1,easy,100.0,100.05885205069431,0.058852050694308336,1,1,True,0.13737903535366058,0.0006813707295805216
DeepGate-GAE,90,1546,s38417_scan,g30697:GO:sa0,easy,1,easy,90.66666666666667,90.89575341182147,0.2290867451547905,4,1,True,0.606736421585083,0.0038859655614942312
DeepGate-GAE,91,1547,s38417_scan,dummy_gate636:GO:sa1,easy,1,easy,100.0,100.05851992212365,0.058519922123645145,1,1,True,0.16925649344921112,4.772292641064269e-07
DeepGate-GAE,92,1547,s38417_scan,g5934:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,93,1630,s38417_scan,g30559:GO:sa0,easy,1,easy,80.0,84.60023791210665,4.600237912106682,83,1,True,0.4321610927581787,0.03218824788928032
DeepGate-GAE,94,1630,s38417_scan,g13441:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,95,1631,s38417_scan,g19569:GO:sa0,easy,1,easy,100.0,100.05930663657666,0.059306636576660715,1,1,True,0.17699645459651947,0.00045051731285639107
DeepGate-GAE,96,1634,s38417_scan,g25155:GO:sa0,easy,1,easy,100.0,100.17313469162518,0.17313469162517928,3,1,True,0.5725902318954468,0.016301698982715607
DeepGate-GAE,97,1635,s38417_scan,g20414:GO:sa1,easy,1,easy,100.0,100.05896721105088,0.0589672110508818,1,1,True,0.24205492436885834,0.0007236609817482531
DeepGate-GAE,98,1635,s38417_scan,g8622:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,99,1637,s38417_scan,g29016:GO:sa1,easy,1,easy,100.0,100.11634284007715,0.11634284007715151,2,1,True,0.4981335699558258,0.00047800890752114356
DeepGate-GAE,100,1638,s38417_scan,g24772:GO:sa0,easy,1,easy,100.0,100.05754312015864,0.05754312015864456,1,1,True,0.22255100309848785,3.956623004341964e-06
DeepGate-GAE,101,1639,s38417_scan,dummy_gate1533:GO:sa1,easy,1,easy,100.0,100.05696323457843,0.05696323457843298,1,1,True,0.37764501571655273,6.105564534664154e-05
DeepGate-GAE,102,1639,s38417_scan,dummy_gate1080:GO:sa0,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,103,1642,s38417_scan,g11324:GO:sa0,easy,1,easy,100.0,100.17359390063089,0.17359390063090527,3,1,True,0.3592641353607178,0.0004987157881259918
DeepGate-GAE,104,1642,s38417_scan,g12129:GI1:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,105,1642,s38417_scan,dummy_gate718:GO:sa0,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,106,1644,s38417_scan,g24748:GO:sa0,easy,1,easy,100.0,100.11475357277337,0.11475357277336412,2,1,True,0.3080323040485382,0.00040941190673038363
DeepGate-GAE,107,1644,s38417_scan,g11590:GO:sa0,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,108,1644,s38417_scan,g22484:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,109,1645,s38417_scan,g26447:GO:sa0,easy,1,easy,100.0,100.05857886484633,0.058578864846323735,1,1,True,0.3963671922683716,5.228818190516904e-05
DeepGate-GAE,110,1645,s38417_scan,g6020:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,111,1645,s38417_scan,dummy_gate608:GO:sa0,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,112,1645,s38417_scan,dummy_gate446:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,113,1645,s38417_scan,g5762:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,114,1645,s38417_scan,g10980:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,115,1647,s38417_scan,g19730:GI0:sa1,easy,1,easy,100.0,100.11358599317441,0.11358599317440828,2,1,True,0.30255234241485596,0.00047130370512604713
DeepGate-GAE,116,1647,s38417_scan,g7845:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,117,1649,s38417_scan,g26691:GO:sa1,easy,1,easy,100.0,100.11369710739655,0.1136971073965432,2,1,True,0.36611372232437134,6.188284714880865e-06
DeepGate-GAE,118,1649,s38417_scan,g5753:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,119,1649,s38417_scan,g13514:GI1:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,120,1649,s38417_scan,dummy_gate351:GO:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,121,1708,c1355,G1291:GI0:sa1,easy,1,easy,66.47540983606558,69.73463589431843,3.259226058253004,59,1,True,0.41750845313072205,0.054831258952617645
DeepGate-GAE,122,1744,c1355,G1347:GO:sa0,easy,1,easy,98.69565217391305,100.72199663814008,2.0263444642270114,36,1,True,0.38530731201171875,0.01254364289343357
DeepGate-GAE,123,1840,c1355,G705:GO:sa1,easy,1,easy,99.6,105.09086733221304,5.490867332213114,96,1,True,0.37704983353614807,0.01649467460811138
DeepGate-GAE,124,1865,c1355,G1240:GO:sa1,easy,1,easy,100.0,101.42394900287348,1.4239490028734911,25,1,True,0.3500550091266632,0.01990526355803013
DeepGate-GAE,125,4062,c1355,G570:GI1:sa1,easy,1,easy,-160.0,-0.9098563338598069,159.0901436661403,2197,2,True,0.3662171959877014,0.03579958528280258
DeepGate-GAE,126,4133,c1355,dummy_gate33:GO:sa1,easy,1,easy,99.95991983967936,105.90491579213761,5.944995952458198,71,1,True,0.3263669013977051,0.0266135111451149
DeepGate-GAE,127,4221,c1355,G701:GI0:sa1,easy,1,easy,79.51219512195122,86.97314345709378,7.4609483351426125,88,1,True,0.3371517062187195,0.021632838994264603
DeepGate-GAE,128,4249,c1355,G1272:GO:sa1,easy,1,easy,99.71428571428571,102.07697270463008,2.3626869903443857,28,1,True,0.32330918312072754,0.029069144278764725
DeepGate-GAE,129,4325,c1355,dummy_gate30:GO:sa1,easy,1,easy,99.60187353629976,106.05467544229035,6.452801905990516,76,1,True,0.31597810983657837,0.029443049803376198
DeepGate-GAE,130,4411,c1355,G984:GO:sa0,easy,1,easy,79.35406698564593,86.6987870438732,7.344720058227193,86,1,True,0.3077361583709717,0.01130258571356535
DeepGate-GAE,131,4442,c1355,G1267:GI0:sa1,easy,1,easy,98.85245901639344,101.50772798398455,2.655268967591079,31,1,True,0.30992040038108826,0.025814760476350784
DeepGate-GAE,132,4774,c1355,G742:GI0:sa1,easy,1,easy,41.44268774703558,70.85930144751208,29.416613700476347,332,1,True,0.32245391607284546,0.03555435314774513
DeepGate-GAE,133,4842,c1355,dummy_gate18:GO:sa0,easy,1,easy,100.0,105.99515160525685,5.99515160525683,68,1,True,0.28987303376197815,0.02827412821352482
DeepGate-GAE,134,4868,c1355,G1090:GO:sa1,easy,1,easy,100.0,102.28777573509258,2.2877757350925783,26,1,True,0.2844577729701996,0.028349099680781364
DeepGate-GAE,135,4902,c1355,G1060:GO:sa1,easy,1,easy,96.88524590163934,99.89860708463878,3.0133611829994162,34,1,True,0.2934139370918274,0.016594871878623962
DeepGate-GAE,136,4973,c1355,G736:GI0:sa1,easy,1,easy,81.56435643564356,87.88170940693921,6.31735297129565,71,1,True,0.28197771310806274,0.017651064321398735
DeepGate-GAE,137,5041,c1355,G698:GI0:sa1,easy,1,easy,101.5650406504065,107.63054067196433,6.06550002155785,68,1,True,0.29923388361930847,0.017652349546551704
DeepGate-GAE,138,5086,c1355,G1105:GI1:sa1,easy,1,easy,100.3056768558952,104.29633281834222,3.990655962447004,45,1,True,0.28213852643966675,0.019485311582684517
DeepGate-GAE,139,5140,c1355,G1093:GI1:sa1,easy,1,easy,98.68995633187772,103.50613060166762,4.816174269789865,54,1,True,0.2791779637336731,0.020003167912364006
DeepGate-GAE,140,5190,c1355,dummy_gate31:GO:sa1,easy,1,easy,103.40326340326341,107.85183081892555,4.4485674156621355,50,1,True,0.28999385237693787,0.01695992238819599
DeepGate-GAE,141,5218,c1355,G1336:GO:sa0,easy,1,easy,100.0,102.48497367753461,2.484973677534594,28,1,True,0.2834026515483856,0.015019760467112064
DeepGate-GAE,142,5250,c1355,G1078:GO:sa1,easy,1,easy,98.68852459016394,101.54566637845667,2.857141788292707,32,1,True,0.27060720324516296,0.013494648039340973
DeepGate-GAE,143,5330,c1355,G305:GI0:sa1,easy,1,easy,99.96062992125984,107.16509507065282,7.204465149392992,80,1,True,0.29575151205062866,0.021925535053014755
DeepGate-GAE,144,5407,c1355,dummy_gate20:GO:sa0,easy,1,easy,98.75894988066825,105.61184183493448,6.852891954266301,77,1,True,0.3038581311702728,0.017626745626330376
DeepGate-GAE,145,5461,c1355,G1072:GI1:sa1,easy,1,easy,99.38864628820961,104.24089125362832,4.85224496541867,54,1,True,0.29201215505599976,0.017229948192834854
DeepGate-GAE,146,5486,c1355,G1248:GI0:sa1,easy,1,easy,99.85611510791367,102.08501492693382,2.2288998190201794,25,1,True,0.321796178817749,0.019370995461940765
DeepGate-GAE,147,5563,c1355,G389:GO:sa1,easy,1,easy,80.0392156862745,86.9548075080562,6.915591821781722,77,1,True,0.3414781391620636,0.016778208315372467
DeepGate-GAE,148,5591,c1355,G1344:GO:sa0,easy,1,easy,100.0,102.49983078928231,2.4998307892823024,28,1,True,0.3520738184452057,0.020561015233397484
DeepGate-GAE,149,6680,c1355,G991:GO:sa0,easy,1,easy,-160.0,-58.0690501137784,101.93094988622153,1089,2,True,0.35829636454582214,0.06046348437666893
DeepGate-GAE,150,6760,c1355,G712:GO:sa1,easy,1,easy,79.68,87.4648555850347,7.784855585034778,80,1,True,0.36113202571868896,0.011149207130074501
DeepGate-GAE,151,6794,c1355,G1239:GI0:sa1,easy,1,easy,95.49180327868852,98.79419905358071,3.302395774892159,34,1,True,0.358750581741333,0.03438779339194298
DeepGate-GAE,152,6857,c1355,G287:GI1:sa1,easy,1,easy,102.29411764705883,108.44360138907547,6.149483742016637,63,1,True,0.34465959668159485,0.025491414591670036
DeepGate-GAE,153,6885,c1355,G1332:GO:sa0,easy,1,easy,100.0,102.69711172160768,2.6971117216076697,28,1,True,0.3620491027832031,0.021052297204732895
DeepGate-GAE,154,6955,c1355,dummy_gate1:GO:sa0,easy,1,easy,99.42168674698796,106.19584025488327,6.774153507895246,70,1,True,0.37137818336486816,0.022426726296544075
DeepGate-GAE,155,7040,c1355,G727:GO:sa0,easy,1,easy,99.56692913385827,107.86260375161021,8.29567461775192,85,1,True,0.36869490146636963,0.018745126202702522
DeepGate-GAE,156,7098,c1355,dummy_gate25:GO:sa0,easy,1,easy,101.1217183770883,106.74174218400935,5.6200238069210835,58,1,True,0.340223491191864,0.018641825765371323
DeepGate-GAE,157,7124,c1355,G1259:GI0:sa1,easy,1,easy,100.0,102.50467993282852,2.5046799328285174,26,1,True,0.3339340388774872,0.020129350945353508
DeepGate-GAE,158,7150,c1355,G1165:GI1:sa1,easy,1,easy,100.0,102.50292902103436,2.5029290210343405,26,1,True,0.3190329372882843,0.015419193543493748
DeepGate-GAE,159,7222,c1355,G704:GI1:sa1,easy,1,easy,102.0440881763527,109.03319046386798,6.989102287515253,72,1,True,0.3097916841506958,0.020355969667434692
DeepGate-GAE,160,8282,c1355,G522:GI1:sa1,easy,1,easy,40.0,147.52268160917356,107.5226816091735,1060,1,True,0.36113211512565613,0.026987770572304726
DeepGate-GAE,161,8300,c5315,G2084:GI0:sa1,easy,1,easy,99.35064935064935,101.25459044678587,1.903941096136525,18,1,True,0.48306185007095337,0.023615408688783646
DeepGate-GAE,162,8307,c5315,G3113:GO:sa1,easy,1,easy,100.0,100.71950191146465,0.7195019114646449,7,1,True,0.47285890579223633,0.017979096621274948
DeepGate-GAE,163,8331,c5315,G1491:GI2:sa1,easy,1,easy,80.0,82.36289719237611,2.36289719237609,24,1,True,0.43913590908050537,0.025695597752928734
DeepGate-GAE,164,8355,c5315,G4263:GI0:sa1,easy,1,easy,60.0,62.431201616097106,2.4312016160970997,24,1,True,0.4451713263988495,0.040104933083057404
DeepGate-GAE,165,8368,c5315,G2071:GO:sa1,easy,1,easy,99.71428571428571,101.02087185621355,1.3065861419278368,13,1,True,0.38976991176605225,0.023590434342622757
DeepGate-GAE,166,8368,c5315,G1477:GI0:sa1,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,167,8368,c5315,G5227:GO:sa0,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
DeepGate-GAE,168,8368,c5315,G2020:GO:sa0,easy,1,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
