run,episode,cumulative_decisions,circuit,fault_id,stage,sweep,difficulty,extrinsic_reward_sum,reward_sum,scaled_intrinsic_reward_sum,steps,outcome,updated,entropy,value_loss
DeepGate-GAE,1146,45309,c6288,G5582:GI0:sa0,medium,1,easy,100.0,100.02505100752539,0.025051007525422678,37,1,True,0.030906902626156807,0.013262689113616943
DeepGate-GAE,1147,45343,c6288,G3126:GI0:sa0,medium,1,easy,100.20408163265306,100.22252990491694,0.018448272263871173,34,1,True,0.024624941870570183,0.011299675330519676
DeepGate-GAE,1148,45381,c6288,G2339:GI1:sa0,medium,1,easy,100.0,100.01953231355364,0.0195323135536091,38,1,True,0.02364247478544712,0.01581898145377636
DeepGate-GAE,1149,45404,c6288,G1964:GI0:sa0,medium,1,easy,100.0,100.01158175950947,0.01158175950947969,23,1,True,0.023032763972878456,0.014109167270362377
DeepGate-GAE,1150,45411,c6288,G1580:GO:sa0,medium,1,easy,100.0,100.00500159912401,0.005001599124019211,7,1,True,0.02431369759142399,0.016584284603595734
DeepGate-GAE,1151,45456,c6288,G1190:GO:sa0,medium,1,easy,100.0,100.01898149148293,0.018981491482939827,45,1,True,0.017269698902964592,0.01616796851158142
DeepGate-GAE,1152,45489,c6288,G2297:GI1:sa0,medium,1,easy,100.0,100.01691198964674,0.016911989646719975,33,1,True,0.021486500278115273,0.012710241600871086
DeepGate-GAE,1153,45514,c6288,G1793:GI0:sa0,medium,1,easy,100.0,100.01100259451643,0.011002594516408021,25,1,True,0.02113218791782856,0.011379517614841461
DeepGate-GAE,1154,45546,c6288,G2430:GO:sa1,medium,1,easy,100.0,100.01376775699195,0.013767756991944657,32,1,True,0.020042357966303825,0.012803029268980026
DeepGate-GAE,1155,45587,c6288,G2828:GO:sa0,medium,1,easy,100.0,100.01639908211166,0.01639908211166353,41,1,True,0.018122345209121704,0.014897768385708332
DeepGate-GAE,1156,45594,c6288,G1379:GO:sa0,medium,1,easy,100.0,100.00397875166763,0.003978751667632349,7,1,True,0.018479062244296074,0.017594050616025925
DeepGate-GAE,1157,45620,c6288,G1166:GO:sa0,medium,1,easy,100.0,100.01214554404301,0.012145544043002329,26,1,True,0.01683250442147255,0.009819497354328632
DeepGate-GAE,1158,45676,c6288,G4982:GI0:sa0,medium,1,easy,100.0,100.02743573008276,0.027435730082781322,56,1,True,0.015619931742548943,0.01899910904467106
DeepGate-GAE,1159,45709,c6288,G1674:GO:sa1,medium,1,easy,100.0,100.01607614147994,0.016076141479930806,33,1,True,0.016721125692129135,0.012032754719257355
DeepGate-GAE,1160,45733,c6288,G1118:GO:sa0,medium,1,easy,100.0,100.01058289522976,0.010582895229758821,24,1,True,0.016634102910757065,0.010623504407703876
DeepGate-GAE,1161,45768,c5315,G3776:GO:sa1,medium,1,medium,89.48453608247422,89.51846505799058,0.03392897551642168,35,1,True,0.01925572380423546,0.018171967938542366
DeepGate-GAE,1162,45785,c5315,dummy_gate123:GO:sa1,medium,1,medium,102.62295081967213,102.6428590512087,0.01990823153657024,17,1,True,0.022299079224467278,0.007836238481104374
DeepGate-GAE,1163,45797,c5315,G4311:GO:sa1,medium,1,medium,104.89208633093526,104.9050214321434,0.012935101208133527,12,1,True,0.027624182403087616,0.010291890241205692
DeepGate-GAE,1164,45819,c5315,G1704:GI2:sa1,medium,1,medium,98.53932584269663,98.56009774987723,0.020771907180582864,22,1,True,0.025117717683315277,0.011592206545174122
DeepGate-GAE,1165,45841,c5315,G4072:GI0:sa0,medium,1,medium,101.3157894736842,101.33784954063854,0.022060066954347236,22,1,True,0.029164206236600876,0.006139420438557863
DeepGate-GAE,1166,45858,c5315,G3825:GI2:sa1,medium,1,medium,100.75471698113208,100.77113590161561,0.01641892048352817,17,1,True,0.034094326198101044,0.006078979931771755
DeepGate-GAE,1167,45877,c5315,G647:GO:sa0,medium,1,medium,99.7872340425532,99.8080669141151,0.020832871561897722,19,1,True,0.031443074345588684,0.0073022120632231236
DeepGate-GAE,1168,45898,c5315,dummy_gate102:GO:sa0,medium,1,medium,105.70048309178743,105.7212740073715,0.020790915584070317,21,1,True,0.03233809769153595,0.006993698887526989
DeepGate-GAE,1169,45917,c5315,G2872:GO:sa1,medium,1,medium,104.34482758620689,104.36237361809034,0.017546031883443555,19,1,True,0.02707519568502903,0.0049624573439359665
DeepGate-GAE,1170,45936,c5315,G4407:GO:sa1,medium,1,medium,100.18518518518519,100.20416834426476,0.018983159079572008,19,1,True,0.038126323372125626,0.006774557288736105
DeepGate-GAE,1171,45963,c5315,G1853:GI0:sa1,medium,1,medium,98.01652892561984,98.04791714283401,0.03138821721419149,27,1,True,0.036231476813554764,0.008617757819592953
DeepGate-GAE,1172,46000,c5315,G1504:GO:sa1,medium,1,medium,96.02272727272727,96.05556924999996,0.032841977272712666,37,1,True,0.03444903343915939,0.010287594981491566
DeepGate-GAE,1173,46029,c5315,G4226:GO:sa0,medium,1,medium,98.72727272727273,98.75532269253476,0.02804996526203586,29,1,True,0.036887362599372864,0.012839440256357193
DeepGate-GAE,1174,46072,c5315,G4993:GI1:sa1,medium,1,medium,60.50179211469534,60.54193295124656,0.04014083655121353,43,1,True,0.035848893225193024,0.06459388881921768
DeepGate-GAE,1175,46088,c5315,G4284:GO:sa1,medium,1,medium,105.25252525252526,105.26749052586773,0.014965273342455015,16,1,True,0.03546496108174324,0.0267899502068758
DeepGate-GAE,1176,46112,c5315,G3043:GO:sa1,medium,1,medium,98.81818181818181,98.84149858283371,0.023316764651874572,24,1,True,0.03314110264182091,0.011271213181316853
DeepGate-GAE,1177,46140,c5315,G1903:GI1:sa1,medium,1,medium,98.74125874125875,98.7681386763012,0.026879935042456334,28,1,True,0.03309726342558861,0.01061655580997467
DeepGate-GAE,1178,46178,c5315,G4749:GO:sa0,medium,1,medium,91.26760563380282,91.30137071397613,0.0337650801732376,38,1,True,0.03632606938481331,0.017715174704790115
DeepGate-GAE,1179,46218,c5315,G5166:GI1:sa1,medium,1,medium,47.567567567567565,47.60853022781605,0.04096266024840347,40,1,True,0.034734465181827545,0.07579000294208527
DeepGate-GAE,1180,46247,c5315,G3822:GO:sa0,medium,1,medium,102.33333333333333,102.35867019744558,0.0253368641122619,29,1,True,0.030673131346702576,0.022650623694062233
DeepGate-GAE,1181,46274,c5315,G1029:GO:sa1,medium,1,medium,99.11392405063292,99.13781002201979,0.023885971386851536,27,1,True,0.02941981516778469,0.014999515376985073
DeepGate-GAE,1182,46289,c5315,G2210:GI0:sa0,medium,1,medium,100.0,100.01379410256023,0.013794102560219552,15,1,True,0.031629063189029694,0.011635520495474339
DeepGate-GAE,1183,46319,c5315,G2123:GO:sa0,medium,1,medium,98.36477987421384,98.38970188538886,0.024922011175063263,30,1,True,0.02827780693769455,0.011424588039517403
DeepGate-GAE,1184,46341,c5315,G3606:GO:sa1,medium,1,medium,97.61904761904762,97.6385189252558,0.019471306208185067,22,1,True,0.028649264946579933,0.009017935954034328
DeepGate-GAE,1185,46372,c5315,G4116:GO:sa0,medium,1,medium,101.77215189873418,101.79785159151025,0.02569969277607469,31,1,True,0.02984984591603279,0.00989183783531189
DeepGate-GAE,1186,46400,c5315,G2700:GO:sa1,medium,1,medium,99.50248756218906,99.52390956745084,0.021422005261771862,28,1,True,0.029239369556307793,0.01032967958599329
DeepGate-GAE,1187,46412,c5315,G1834:GO:sa0,medium,1,medium,99.53488372093024,99.54297507659665,0.008091355666405451,12,1,True,0.029673738405108452,0.006872069090604782
DeepGate-GAE,1188,46448,c5315,G2635:GO:sa0,medium,1,medium,98.15286624203821,98.18326347013198,0.030397228093727968,36,1,True,0.028115805238485336,0.013618174940347672
DeepGate-GAE,1189,46468,c5315,G3845:GI0:sa1,medium,1,medium,97.93650793650794,97.95238301178276,0.01587507527482768,20,1,True,0.028110716491937637,0.0069174813106656075
DeepGate-GAE,1190,46494,c5315,G1038:GO:sa1,medium,1,medium,99.77777777777777,99.79801951599762,0.020241738219858665,26,1,True,0.03170591592788696,0.00970600638538599
DeepGate-GAE,1191,46533,c5315,G5146:GI0:sa1,medium,1,medium,58.06866952789699,58.10227744932414,0.03360792142714763,39,1,True,0.02694282867014408,0.0833999514579773
DeepGate-GAE,1192,46570,c5315,G4032:GO:sa0,medium,1,medium,99.69957081545064,99.73107576454849,0.03150494909788938,37,1,True,0.025136519223451614,0.01212864276021719
DeepGate-GAE,1193,46598,c5315,dummy_gate146:GO:sa1,medium,1,medium,102.23300970873787,102.2596296844692,0.026619975731334466,28,1,True,0.026298318058252335,0.011471849866211414
DeepGate-GAE,1194,46624,c5315,G2084:GO:sa0,medium,1,medium,100.0,100.0212171654062,0.02121716540617286,26,1,True,0.024856068193912506,0.011370248161256313
DeepGate-GAE,1195,46649,c5315,dummy_gate119:GO:sa1,medium,1,medium,97.70370370370371,97.72179208685309,0.01808838314934797,25,1,True,0.022815123200416565,0.009259943850338459
DeepGate-GAE,1196,46677,c5315,G1803:GO:sa1,medium,1,medium,99.14634146341463,99.16810993433253,0.021768470917943875,28,1,True,0.023189058527350426,0.010435777716338634
DeepGate-GAE,1197,46699,c5315,G3604:GO:sa1,medium,1,medium,94.03846153846153,94.05443094078704,0.01596940232547995,22,1,True,0.02106211706995964,0.008336701430380344
DeepGate-GAE,1198,46727,c5315,G3755:GI0:sa1,medium,1,medium,93.59223300970874,93.61432415460985,0.022091144901129196,28,1,True,0.022436916828155518,0.011683722957968712
DeepGate-GAE,1199,46757,c5315,G4523:GO:sa1,medium,1,medium,76.8141592920354,76.83593654136553,0.021777249330106323,30,1,True,0.022684568539261818,0.0318501777946949
DeepGate-GAE,1200,46794,c5315,G4594:GO:sa1,medium,1,medium,96.86813186813187,96.89271200229707,0.024580134165237383,37,1,True,0.021657435223460197,0.011048849672079086
DeepGate-GAE,1201,47896,c1355,G1291:GI0:sa1,medium,1,easy,-160.0,-159.15150914389724,0.8484908561027872,1102,2,True,0.023336321115493774,0.05566082149744034
DeepGate-GAE,1202,48001,c1355,G1347:GO:sa0,medium,1,easy,40.0,40.08712599799752,0.08712599799736805,105,1,True,0.02292189747095108,0.06780711561441422
DeepGate-GAE,1203,48081,c1355,G705:GO:sa1,medium,1,easy,98.78,98.83641410182426,0.05641410182435343,80,1,True,0.02417694963514805,0.0481337234377861
DeepGate-GAE,1204,48110,c1355,G1240:GO:sa1,medium,1,easy,97.85714285714286,97.8772563878166,0.020113530673746816,29,1,True,0.0251665860414505,0.026417328044772148
DeepGate-GAE,1205,48197,c1355,G570:GI1:sa1,medium,1,easy,98.64,98.70556229964382,0.06556229964391597,87,1,True,0.02324753999710083,0.033349160104990005
DeepGate-GAE,1206,48285,c1355,dummy_gate33:GO:sa1,medium,1,easy,98.5370741482966,98.59936216350864,0.06228801521198551,88,1,True,0.024435492232441902,0.020599475130438805
DeepGate-GAE,1207,48365,c1355,G701:GI0:sa1,medium,1,easy,98.78048780487805,98.83570614740748,0.05521834252954321,80,1,True,0.023603733628988266,0.022858643904328346
DeepGate-GAE,1208,48394,c1355,G1272:GO:sa1,medium,1,easy,97.85714285714286,97.87636382512126,0.01922096797841724,29,1,True,0.024665115401148796,0.0253977719694376
DeepGate-GAE,1209,48469,c1355,dummy_gate30:GO:sa1,medium,1,easy,99.15690866510539,99.20522560593001,0.048316940824536275,75,1,True,0.024512879550457,0.028393739834427834
DeepGate-GAE,1210,48558,c1355,G984:GO:sa0,medium,1,easy,77.63157894736842,77.69248119635363,0.06090224898507706,89,1,True,0.023686623200774193,0.016313141211867332
DeepGate-GAE,1211,49767,c1355,G1267:GI0:sa1,medium,1,easy,-160.0,-159.158899008658,0.8411009913423244,1209,2,True,0.020556703209877014,0.030471893027424812
DeepGate-GAE,1212,49854,c1355,G742:GI0:sa1,medium,1,easy,98.57707509881423,98.63766120949138,0.06058611067707611,87,1,True,0.020208323374390602,0.04450218006968498
DeepGate-GAE,1213,49929,c1355,dummy_gate18:GO:sa0,medium,1,easy,98.8701923076923,98.91674183954196,0.04654953184961709,75,1,True,0.01988830231130123,0.040396369993686676
DeepGate-GAE,1214,49959,c1355,G1090:GO:sa1,medium,1,easy,97.21311475409836,97.23186041413533,0.018745660036937593,30,1,True,0.019684482365846634,0.029534481465816498
DeepGate-GAE,1215,49989,c1355,G1060:GO:sa1,medium,1,easy,97.21311475409836,97.23164137101637,0.018526616917975042,30,1,True,0.01957007497549057,0.018659749999642372
DeepGate-GAE,1216,50070,c1355,G736:GI0:sa1,medium,1,easy,98.61386138613861,98.66404177335232,0.05018038721371743,81,1,True,0.018769295886158943,0.02486686035990715
DeepGate-GAE,1217,50155,c1355,G698:GI0:sa1,medium,1,easy,98.59756097560975,98.65125154793776,0.05369057232814616,85,1,True,0.018749378621578217,0.020320486277341843
DeepGate-GAE,1218,50209,c1355,G1105:GI1:sa1,medium,1,easy,98.2532751091703,98.2841366904465,0.030861581276158123,54,1,True,0.019778752699494362,0.02442844770848751
DeepGate-GAE,1219,50263,c1355,G1093:GI1:sa1,medium,1,easy,98.2532751091703,98.28376365565941,0.030488546489065495,54,1,True,0.01975819654762745,0.02477177232503891
DeepGate-GAE,1220,50352,c1355,dummy_gate31:GO:sa1,medium,1,easy,98.15850815850816,98.20831935334985,0.04981119484178152,89,1,True,0.019658738747239113,0.025349700823426247
DeepGate-GAE,1221,50446,c1355,G1336:GO:sa0,medium,1,easy,80.0,80.06140485934371,0.0614048593437564,94,1,True,0.019668564200401306,0.0392938032746315
DeepGate-GAE,1222,50476,c1355,G1078:GO:sa1,medium,1,easy,97.21311475409836,97.22993482438997,0.016820070291585526,30,1,True,0.02588203363120556,0.0316409133374691
DeepGate-GAE,1223,50553,c1355,G305:GI0:sa1,medium,1,easy,99.27165354330708,99.3173348767866,0.045681333479502303,77,1,True,0.028886515647172928,0.02902522310614586
DeepGate-GAE,1224,50629,c1355,dummy_gate20:GO:sa0,medium,1,easy,98.85441527446301,98.89529415196897,0.04087887750604715,76,1,True,0.0333339124917984,0.024029478430747986
DeepGate-GAE,1225,50683,c1355,G1072:GI1:sa1,medium,1,easy,98.12227074235808,98.1502597064465,0.027988964088384364,54,1,True,0.03476264327764511,0.024646427482366562
DeepGate-GAE,1226,50711,c1355,G1248:GI0:sa1,medium,1,easy,97.6978417266187,97.7131274607622,0.015285734143525064,28,1,True,0.03684637323021889,0.02216259576380253
DeepGate-GAE,1227,50788,c1355,G389:GO:sa1,medium,1,easy,99.27450980392157,99.31866863283604,0.04415882891448922,77,1,True,0.033761221915483475,0.025535233318805695
DeepGate-GAE,1228,50881,c1355,G1344:GO:sa0,medium,1,easy,80.0,80.05769488783571,0.05769488783572349,93,1,True,0.03429919481277466,0.04042937606573105
DeepGate-GAE,1229,50968,c1355,G991:GO:sa0,medium,1,easy,98.30645161290323,98.35587408838416,0.049422475481033575,87,1,True,0.03587964177131653,0.023469990119338036
DeepGate-GAE,1230,51052,c1355,G712:GO:sa1,medium,1,easy,98.52,98.56725039451297,0.04725039451308399,84,1,True,0.03577745705842972,0.025001494213938713
DeepGate-GAE,1231,52079,c1355,G1239:GI0:sa1,medium,1,easy,-160.0,-159.28572523395985,0.7142747660402431,1027,2,True,0.03244316205382347,0.04391183704137802
DeepGate-GAE,1232,52163,c1355,G287:GI1:sa1,medium,1,easy,58.588235294117645,58.63727241582283,0.049037121705212336,84,1,True,0.03249174356460571,0.010038844309747219
DeepGate-GAE,1233,52261,c1355,G1332:GO:sa0,medium,1,easy,60.0,60.05862644334332,0.05862644334335685,98,1,True,0.033163588494062424,0.049840476363897324
DeepGate-GAE,1234,52336,c1355,dummy_gate1:GO:sa0,medium,1,easy,98.6987951807229,98.7355924383068,0.036797257583830595,75,1,True,0.0334237739443779,0.05210617557168007
DeepGate-GAE,1235,52417,c1355,G727:GO:sa0,medium,1,easy,98.7992125984252,98.84215744401561,0.0429448455904043,81,1,True,0.028847690671682358,0.04042349383234978
DeepGate-GAE,1236,52488,c1355,dummy_gate25:GO:sa0,medium,1,easy,99.59427207637232,99.62710511708639,0.03283304071412806,71,1,True,0.02915375679731369,0.03449733182787895
DeepGate-GAE,1237,53871,c1355,G1259:GI0:sa1,medium,1,easy,-160.0,-159.04381385322534,0.9561861467749114,1383,2,True,0.024561170488595963,0.04085585102438927
DeepGate-GAE,1238,53901,c1355,G1165:GI1:sa1,medium,1,easy,97.79661016949153,97.81151838237764,0.014908212886082396,30,1,True,0.023560497909784317,0.05869217962026596
DeepGate-GAE,1239,53983,c1355,G704:GI1:sa1,medium,1,easy,98.81763527054109,98.86238086494647,0.04474559440531996,82,1,True,0.019798599183559418,0.033703915774822235
DeepGate-GAE,1240,54072,c1355,G522:GI1:sa1,medium,1,easy,78.6144578313253,78.66772476507458,0.05326693374921345,89,1,True,0.01802126318216324,0.018818553537130356
DeepGate-GAE,1241,54121,c3540,G572:GO:sa1,medium,1,medium,95.73459715639811,95.78388345866365,0.04928630226555905,49,1,True,0.017369387671351433,0.036906421184539795
DeepGate-GAE,1242,54180,c3540,G3240:GO:sa0,medium,1,medium,80.0625,80.12927325549867,0.06677325549867306,59,1,True,0.016447171568870544,0.042958930134773254
DeepGate-GAE,1243,54223,c3540,G3257:GI2:sa0,medium,1,medium,117.54464285714286,117.58508865726145,0.04044580011858006,43,1,True,0.01497811172157526,0.06713888049125671
DeepGate-GAE,1244,54240,c3540,G2110:GI0:sa1,medium,1,medium,119.54545454545455,119.56363524631558,0.0181807008610312,17,1,True,0.017580846324563026,0.07078119367361069
DeepGate-GAE,1245,54908,c3540,G3403:GI1:sa1,medium,1,medium,-160.0,-159.16148629966477,0.8385137003362726,668,2,True,0.01668439991772175,0.12002385407686234
DeepGate-GAE,1246,54930,c3540,G1953:GO:sa1,medium,1,medium,89.24242424242425,89.26976143427441,0.027337191850155516,22,1,True,0.017215026542544365,0.02966937981545925
DeepGate-GAE,1247,54969,c3540,G1232:GO:sa0,medium,1,medium,95.04098360655738,95.08143807510383,0.04045446854639631,39,1,True,0.01813979633152485,0.019017990678548813
DeepGate-GAE,1248,57322,c3540,G3467:GO:sa0,medium,1,medium,-160.0,-157.19121985651896,2.808780143481245,2353,2,True,0.019960975274443626,0.03544512018561363
DeepGate-GAE,1249,57357,c3540,G1501:GI0:sa1,medium,1,medium,100.85427135678393,100.88779815087828,0.03352679409436054,35,1,True,0.017008328810334206,0.03103751130402088
DeepGate-GAE,1250,57405,c3540,G3291:GO:sa0,medium,1,medium,58.470588235294116,58.52246712696412,0.051878891670008705,48,1,True,0.01943700760602951,0.030704816803336143
DeepGate-GAE,1251,57414,c3540,G556:GO:sa1,medium,1,medium,106.07843137254902,106.08774849141962,0.009317118870621836,9,1,True,0.013281089253723621,0.07349023222923279
DeepGate-GAE,1252,57451,c3540,dummy_gate2:GO:sa0,medium,1,medium,99.66101694915254,99.69511255750444,0.03409560835187279,37,1,True,0.016160493716597557,0.020540617406368256
DeepGate-GAE,1253,57471,c3540,G2320:GO:sa0,medium,1,medium,119.86301369863014,119.88296823096343,0.019954532333283034,20,1,True,0.017753344029188156,0.030779805034399033
DeepGate-GAE,1254,57515,c3540,G3081:GO:sa1,medium,1,medium,103.20802005012531,103.24612378974066,0.03810373961535463,44,1,True,0.015423891134560108,0.023174505680799484
DeepGate-GAE,1255,57537,c3540,G1189:GO:sa0,medium,1,medium,103.07692307692308,103.09850878694438,0.021585710021297184,22,1,True,0.01768321543931961,0.007393154315650463
DeepGate-GAE,1256,57563,c3540,G2790:GO:sa1,medium,1,medium,98.9622641509434,98.98952700078223,0.027262849838842525,26,1,True,0.015521649271249771,0.036438047885894775
DeepGate-GAE,1257,57596,c3540,G1238:GI0:sa1,medium,1,medium,99.59537572254335,99.62790730659518,0.03253158405182059,33,1,True,0.013652726076543331,0.007866212166845798
DeepGate-GAE,1258,57627,c3540,G2909:GI0:sa1,medium,1,medium,102.59398496240601,102.62314643528634,0.02916147288032547,31,1,True,0.013837067410349846,0.011976264417171478
DeepGate-GAE,1259,57650,c3540,G762:GO:sa0,medium,1,medium,102.40641711229947,102.42931735953313,0.022900247233673805,23,1,True,0.01278772298246622,0.006457162089645863
DeepGate-GAE,1260,57692,c3540,G2021:GO:sa0,medium,1,medium,99.57198443579766,99.60784763617998,0.03586320038233189,42,1,True,0.011824356392025948,0.014804812148213387
DeepGate-GAE,1261,57707,c3540,G2063:GO:sa0,medium,1,medium,119.6875,119.70172111885515,0.014221118855159648,15,1,True,0.012631774879992008,0.028265707194805145
DeepGate-GAE,1262,57769,c3540,G3395:GI1:sa1,medium,1,medium,98.22843822843822,98.28646543957895,0.05802721114080161,62,1,True,0.01275141816586256,0.03143783286213875
DeepGate-GAE,1263,57795,c3540,G2351:GO:sa1,medium,1,medium,80.0,80.02506405554469,0.025064055544709973,26,1,True,0.012285645119845867,0.025093019008636475
DeepGate-GAE,1264,57829,c3540,G1958:GO:sa0,medium,1,medium,96.79245283018868,96.8225711066738,0.03011827648517169,34,1,True,0.013235329650342464,0.013065711595118046
DeepGate-GAE,1265,57867,c3540,G2396:GO:sa1,medium,1,medium,95.32544378698225,95.35487287173754,0.029429084755262326,38,1,True,0.012337050400674343,0.016496505588293076
DeepGate-GAE,1266,57945,c3540,G3360:GO:sa0,medium,1,medium,68.13267813267814,68.20874192982421,0.07606379714589719,78,1,True,0.012921568937599659,0.04463765025138855
DeepGate-GAE,1267,57985,c3540,G2381:GI1:sa1,medium,1,medium,117.4074074074074,117.44262987241808,0.035222465010684954,40,1,True,0.01167353056371212,0.05138932913541794
DeepGate-GAE,1268,58026,c3540,G2236:GO:sa0,medium,1,medium,97.89954337899543,97.93666476628722,0.037121387291798286,41,1,True,0.012001708149909973,0.018181094899773598
DeepGate-GAE,1269,58074,c3540,G1771:GI0:sa1,medium,1,medium,94.63576158940397,94.67636823813247,0.04060664872850979,48,1,True,0.011915451847016811,0.02156604826450348
DeepGate-GAE,1270,58083,c3540,G1882:GO:sa1,medium,1,medium,119.0,119.01175091523838,0.011750915238384608,9,1,True,0.013023434206843376,0.08556833863258362
DeepGate-GAE,1271,58115,c3540,G1180:GI0:sa1,medium,1,medium,98.39506172839506,98.42474347919479,0.02968175079977205,32,1,True,0.012312003411352634,0.012933493591845036
DeepGate-GAE,1272,58151,c3540,G1281:GO:sa1,medium,1,medium,98.84146341463415,98.87063330166698,0.0291698870328725,36,1,True,0.011230952106416225,0.013186698779463768
DeepGate-GAE,1273,58172,c3540,G1833:GO:sa1,medium,1,medium,117.00854700854701,117.0291253434182,0.020578334871188417,21,1,True,0.01224158052355051,0.025186967104673386
DeepGate-GAE,1274,58184,c3540,G2547:GO:sa0,medium,1,medium,105.4320987654321,105.44101797571636,0.008919210284267466,12,1,True,0.012413735501468182,0.003172512399032712
DeepGate-GAE,1275,58228,c3540,G3007:GO:sa1,medium,1,medium,52.752808988764045,52.792374832601624,0.0395658438378067,44,1,True,0.013610231690108776,0.07357989251613617
DeepGate-GAE,1276,58244,c3540,G2211:GI0:sa1,medium,1,medium,98.87931034482759,98.89022767860031,0.010917333772719333,16,1,True,0.012012305669486523,0.009380737319588661
DeepGate-GAE,1277,58270,c3540,G1933:GO:sa1,medium,1,medium,91.6470588235294,91.6712810529976,0.02422222946821303,26,1,True,0.01229676604270935,0.015954047441482544
DeepGate-GAE,1278,58285,c3540,G2745:GO:sa0,medium,1,medium,99.77777777777777,99.79081184208867,0.013034064310902753,15,1,True,0.011968453414738178,0.030145313590765
DeepGate-GAE,1279,58319,c3540,G2359:GI1:sa1,medium,1,medium,99.54545454545455,99.57481792363382,0.029363378179306055,34,1,True,0.012210782617330551,0.016506288200616837
DeepGate-GAE,1280,58331,c3540,G2099:GO:sa0,medium,1,medium,120.74626865671641,120.75749575008945,0.011227093373026418,12,1,True,0.012484376318752766,0.032310280948877335
DeepGate-GAE,1281,58405,c499,G185:GO:sa1,medium,1,medium,99.05222437137331,99.10469921172053,0.05247484034716174,74,1,True,0.01305283885449171,0.03575947508215904
DeepGate-GAE,1282,58482,c499,G216:GO:sa1,medium,1,medium,99.03041825095058,99.08525608557888,0.05483783462838904,77,1,True,0.013113229535520077,0.018312430009245872
DeepGate-GAE,1283,58551,c499,G150:GO:sa1,medium,1,medium,99.40573770491804,99.45496738680644,0.049229681888473216,69,1,True,0.013378139585256577,0.018589409068226814
DeepGate-GAE,1284,58631,c499,G438:GI0:sa1,medium,1,medium,99.23220973782772,99.28911991986122,0.056910182033413345,80,1,True,0.013091573491692543,0.01969035342335701
DeepGate-GAE,1285,58706,c499,G210:GO:sa0,medium,1,medium,99.07721280602637,99.13081252227332,0.05359971624701846,75,1,True,0.013169444166123867,0.019918086007237434
DeepGate-GAE,1286,58775,c499,G224:GO:sa1,medium,1,medium,99.01437371663245,99.06262157605576,0.04824785942326011,69,1,True,0.013600105419754982,0.023010719567537308
DeepGate-GAE,1287,58846,c499,G195:GO:sa0,medium,1,medium,99.16839916839916,99.21817771523922,0.04977854684014451,71,1,True,0.013588860630989075,0.024914750829339027
DeepGate-GAE,1288,58919,c499,G175:GO:sa0,medium,1,medium,99.19847328244275,99.24937057551911,0.0508972930763031,73,1,True,0.013308017514646053,0.025424331426620483
DeepGate-GAE,1289,58992,c499,G167:GO:sa1,medium,1,medium,99.18446601941747,99.23525570843061,0.0507896890131682,73,1,True,0.013370160944759846,0.026270372793078423
DeepGate-GAE,1290,59061,c499,G211:GO:sa0,medium,1,medium,80.8286252354049,80.87512271289258,0.046497477487714114,69,1,True,0.01259011123329401,0.013113708235323429
DeepGate-GAE,1291,59134,c499,G174:GO:sa0,medium,1,medium,99.16190476190476,99.21164974665483,0.04974498475008339,73,1,True,0.010931027121841908,0.029420604929327965
DeepGate-GAE,1292,59214,c499,G455:GI0:sa1,medium,1,medium,99.23220973782772,99.2861919635464,0.05398222571859769,80,1,True,0.009811381809413433,0.027164731174707413
DeepGate-GAE,1293,59280,c499,G161:GO:sa1,medium,1,medium,99.11205073995772,99.15598284034658,0.043932100388755994,66,1,True,0.00999186746776104,0.02990216203033924
DeepGate-GAE,1294,59353,c499,G176:GO:sa0,medium,1,medium,99.01544401544402,99.06366480014393,0.048220784699965685,73,1,True,0.009576351381838322,0.02691316232085228
DeepGate-GAE,1295,59429,c499,G216:GO:sa0,medium,1,medium,99.22787193973635,99.27783602869656,0.04996408896027384,76,1,True,0.0095262685790658,0.024991588667035103
DeepGate-GAE,1296,59504,c499,G228:GO:sa1,medium,1,medium,99.18762088974854,99.23617138956024,0.04855049981164952,75,1,True,0.00955299474298954,0.025430953130126
DeepGate-GAE,1297,59579,c499,G183:GO:sa0,medium,1,medium,99.1793893129771,99.22749369303912,0.048104380061952584,75,1,True,0.009382946416735649,0.025037109851837158
DeepGate-GAE,1298,59656,c499,G426:GI1:sa1,medium,1,medium,98.76494023904382,98.81638296379744,0.051442724753681016,77,1,True,0.00960137415677309,0.026581503450870514
DeepGate-GAE,1299,59729,c499,G173:GO:sa0,medium,1,medium,99.19847328244275,99.24432631946307,0.04585303702024811,73,1,True,0.00941443257033825,0.02719804272055626
DeepGate-GAE,1300,59806,c499,G374:GO:sa1,medium,1,medium,99.03030303030303,99.07876788513241,0.048464854829282505,77,1,True,0.009466836228966713,0.024181252345442772
DeepGate-GAE,1301,59881,c499,G215:GO:sa1,medium,1,medium,99.04942965779468,99.09544972249714,0.04602006470254847,75,1,True,0.009445221163332462,0.02671433426439762
DeepGate-GAE,1302,59949,c499,G167:GO:sa0,medium,1,medium,99.03807615230461,99.07849797926627,0.040421826961592806,68,1,True,0.009670218452811241,0.027781197801232338
DeepGate-GAE,1303,60026,c499,G217:GO:sa1,medium,1,medium,98.86100386100387,98.90717630303806,0.04617244203426367,77,1,True,0.00941487681120634,0.024712182581424713
DeepGate-GAE,1304,60101,c499,G212:GO:sa0,medium,1,medium,99.2090395480226,99.25353848211026,0.044498934087709746,75,1,True,0.009556316770613194,0.025479208678007126
